"I'm well groomed, seeking sub bottoms that suck & want to be fucked by experienced top, handsome,very straight act/appearing, masculine, fun,Oral top, sexy, fun in & out of the bedroom. 6' 1"", 215, nice nipples, love foreplay, nipple play, kissing I hope.  Nice guy, fun, sexy, spend the night if we click well. Thanks. Very serious.    GL TOP SEEKS OLDER SUB BOTTOM, DISCREET SEX","I'm well groomed, seeking sub bottoms that suck & want to be fucked by experienced top, handsome,very straight act/appearing, masculine, fun,Oral top, sexy, fun in & out of the bedroom. 6' 1"", 215, nice nipples, love foreplay, nipple play, kissing I hope.  Nice guy, fun, sexy, spend the night if we click well. Thanks. Very serious.    ","GL TOP SEEKS OLDER SUB BOTTOM, DISCREET SEX",https://vermont.craigslist.org/m4m/d/gl-top-seeks-older-sub-bottom/6414449017.html,vermont,"So,Central,VT",12/6/2017 4:29,,,,32:45.2,CL1,21,1
"Looking in franklin county, must be HWP, no 200 lbs please thick cut cock heavy cummer,be between 48 and 60yrs old healthy I'm DDF, and clean, you also safety first condoms and lube a must    Bottom free today &friday","Looking in franklin county, must be HWP, no 200 lbs please thick cut cock heavy cummer,be between 48 and 60yrs old healthy I'm DDF, and clean, you also safety first condoms and lube a must    ",Bottom free today &friday,https://vermont.craigslist.org/m4m/d/bottom-free-today-friday-m4mm/6419729151.html,vermont,"Franklin,cty",12/10/2017 7:26,,,,32:54.0,CL1,23,1
"Looking in franklin county, must be HWP, no 200 lbs please thick cut cock heavy cummer,be between 48 and 60yrs old healthy I'm DDF, and clean, you also safety first condoms and lube a must    Looking for a ride","Looking in franklin county, must be HWP, no 200 lbs please thick cut cock heavy cummer,be between 48 and 60yrs old healthy I'm DDF, and clean, you also safety first condoms and lube a must    ",Looking for a ride,https://vermont.craigslist.org/m4m/d/looking-for-ride-m4mm/6419436312.html,vermont,"Franklin,cty",12/9/2017 20:20,,,,32:59.6,CL1,25,1
"GL married fifty three young looking bottom guy. Looking for hung cocks for deep throat or whatever.You must host. Have a GPS so just need an address. 5'10"" tall and 190 lbs. Holes are shaved and douched out for your fucking pleasure if you are interested . I can also take my dentures out and give you the bestdeep throating gum job until you blow your wad. Withdentures out of the mouth there is more room for suckingbig fat cock and besides less chance of scraping andinjuring your cock. Sorry no pics here but you will not be disappointed with me on my knees between your crotch nibbling and sucking on your rod.    All Bottom Guy Looking To Suck","GL married fifty three young looking bottom guy. Looking for hung cocks for deep throat or whatever.You must host. Have a GPS so just need an address. 5'10"" tall and 190 lbs. Holes are shaved and douched out for your fucking pleasure if you are interested . I can also take my dentures out and give you the bestdeep throating gum job until you blow your wad. Withdentures out of the mouth there is more room for suckingbig fat cock and besides less chance of scraping andinjuring your cock. Sorry no pics here but you will not be disappointed with me on my knees between your crotch nibbling and sucking on your rod.    ",All Bottom Guy Looking To Suck,https://vermont.craigslist.org/m4m/d/all-bottom-guy-looking-to-suck/6393576628.html,vermont,"Brattleboro,Keene,Claremont",11/19/2017 17:45,,,,33:05.2,CL1,27,1
"I am a Hard working- well educated, Very Discreet // mature // Bi //  older (54) gentlemanI am REALLY Turned on by a HOT looking --CD  . Your secret is safe with me.. I amlooking for someone that would like to hook up when our schedules allow-and havesome Awesome SEX... NO STRINGS- NO- BS !!!  I am drug-disease free ( you B2)age doesnt matter--but size does. ( I am NOT looking for overweight- or Hairy CD's)sorry-not my thing...   Thin and Smooth ++++ ( a Big Clit wont hurt ) :-) I can host or travel-- my stats are in the post--I need yours  or it goes directly to thedelete pile....  Put  CD in the subject line to get a reply... tell me how you like to dress,and what you enjoy doing when you are all dressed up.. ( EX: suck/swallow- kissing -Rimming-Anal )  Etc    please be local and Serious...  I am..    Are you a Passable ( semi-passable) CD ? Like Cock ?","I am a Hard working- well educated, Very Discreet // mature // Bi //  older (54) gentlemanI am REALLY Turned on by a HOT looking --CD  . Your secret is safe with me.. I amlooking for someone that would like to hook up when our schedules allow-and havesome Awesome SEX... NO STRINGS- NO- BS !!!  I am drug-disease free ( you B2)age doesnt matter--but size does. ( I am NOT looking for overweight- or Hairy CD's)sorry-not my thing...   Thin and Smooth ++++ ( a Big Clit wont hurt ) :-) I can host or travel-- my stats are in the post--I need yours  or it goes directly to thedelete pile....  Put  CD in the subject line to get a reply... tell me how you like to dress,and what you enjoy doing when you are all dressed up.. ( EX: suck/swallow- kissing -Rimming-Anal )  Etc    please be local and Serious...  I am..    ",Are you a Passable ( semi-passable) CD ? Like Cock ?,https://vermont.craigslist.org/m4m/d/are-you-passable-semi/6394732773.html,vermont,"Chitt,county",11/20/2017 15:47,,,,33:10.5,CL1,29,1
"BiWM 52 hwp, hairy chest, no facial hair and not into facial hair, unless very little and trimmed.....into making out, oral, 69, body contact, shower together topping... Very clean, DDF & 420 friendly. Discretion needed and assured. Can travel locally or host with discretion needed. Get in touch and let's set something up.    Hotel Fun","BiWM 52 hwp, hairy chest, no facial hair and not into facial hair, unless very little and trimmed.....into making out, oral, 69, body contact, shower together topping... Very clean, DDF & 420 friendly. Discretion needed and assured. Can travel locally or host with discretion needed. Get in touch and let's set something up.    ",Hotel Fun,https://vermont.craigslist.org/m4m/d/hotel-fun/6417054513.html,vermont,Colchester,12/8/2017 0:42,,,,33:15.8,CL1,31,1
Young guy looking for older dominant masculine daddy type for taboo real dad son incest phone conversation. Horny and open to chat....    DAD SON INCEST PHONE CHAT,Young guy looking for older dominant masculine daddy type for taboo real dad son incest phone conversation. Horny and open to chat....    ,DAD SON INCEST PHONE CHAT,https://vermont.craigslist.org/m4m/d/dad-son-incest-phone-chat/6422565808.html,vermont,montreal,12/12/2017 11:55,,,,33:21.1,CL1,33,1
"Are you in town skiing,plowing snow or just horny? I can help if you are clean. I give great head and more. I can host in a private location or travel close by. Im 48,6-2 clean and sane.    Do you need head or more?","Are you in town skiing,plowing snow or just horny? I can help if you are clean. I give great head and more. I can host in a private location or travel close by. Im 48,6-2 clean and sane.    ",Do you need head or more?,https://vermont.craigslist.org/m4m/d/do-you-need-head-or-more/6422515283.html,vermont,"Ludlow,Okemo",12/12/2017 11:24,,,,33:26.4,CL1,35,1
"Discreet, chubby, bear type bottom looking for a nice, warm, fat cock to suck and fuck my warm, tight ass on this cold, snowy, December day. If this ad is up, I'm still looking. I can't host    Tight, warm holes for a fat cock top","Discreet, chubby, bear type bottom looking for a nice, warm, fat cock to suck and fuck my warm, tight ass on this cold, snowy, December day. If this ad is up, I'm still looking. I can't host    ","Tight, warm holes for a fat cock top",https://vermont.craigslist.org/m4m/d/tight-warm-holes-for-fat-cock/6386624778.html,vermont,Milton,11/14/2017 11:58,,,,33:31.8,CL1,37,1
"Let's dress up now! I am a 54biwm...6'4""...190...brn/brn...7"".. and a crossdresser. I have always wanted to dress up with a younger guy. Model clothes, share them, fool around, make out, rub and grind our panties together and see where that all that goes--just good ole fashion girl fun. I'm still seeking that person willing to dress up too, who is fun, young, good natured, and willing to explore things together. I've dreamed about doing this for a long time and am finally doing something about it. I hope you're the one and I can't wait to hear from you! Sending your pic gets mine. I can host and am available anytime you are. I know you're out there.... Let's do it-it will be a blast. Please use the subject line and type in CD for CD so I know you're real. I can't wait to hear from you. First timers++. long hair +++Drop me a line and let's make it happen    CD looking for a young and curious CD-let's dress and play","Let's dress up now! I am a 54biwm...6'4""...190...brn/brn...7"".. and a crossdresser. I have always wanted to dress up with a younger guy. Model clothes, share them, fool around, make out, rub and grind our panties together and see where that all that goes--just good ole fashion girl fun. I'm still seeking that person willing to dress up too, who is fun, young, good natured, and willing to explore things together. I've dreamed about doing this for a long time and am finally doing something about it. I hope you're the one and I can't wait to hear from you! Sending your pic gets mine. I can host and am available anytime you are. I know you're out there.... Let's do it-it will be a blast. Please use the subject line and type in CD for CD so I know you're real. I can't wait to hear from you. First timers++. long hair +++Drop me a line and let's make it happen    ",CD looking for a young and curious CD-let's dress and play,https://vermont.craigslist.org/m4m/d/cd-looking-for-young-and/6422243697.html,vermont,"near,burlington",12/12/2017 6:59,,,,33:37.0,CL1,39,1
cum to my hotel room for a great rub down.. Head to toe ..I use  nice oils and my soft relaxing hands will put you on cloud 9... Please send stats pic in first e-mail .. ddf hiv- you be too. put soft in the subject line..thanks.. me hung horny if that matters.. Cum on men lets get this done..ps.. (free of course)    Grand Summitt Hotel rub downs,cum to my hotel room for a great rub down.. Head to toe ..I use  nice oils and my soft relaxing hands will put you on cloud 9... Please send stats pic in first e-mail .. ddf hiv- you be too. put soft in the subject line..thanks.. me hung horny if that matters.. Cum on men lets get this done..ps.. (free of course)    ,Grand Summitt Hotel rub downs,https://vermont.craigslist.org/m4m/d/grand-summitt-hotel-rub-downs/6422058837.html,vermont,Killington,12/11/2017 22:51,,,,33:42.3,CL1,41,1
I'm a late 40s bottom looking for a local poz man who would like to get together on a regular basis. Let's see if we could get a groove on. Perhaps we could develop some genuine affection?... Bareback is best.E-mail me and we'll get the stats and pics share going. Thanks.    Is there a local POZ top looking for a fb / bf?,I'm a late 40s bottom looking for a local poz man who would like to get together on a regular basis. Let's see if we could get a groove on. Perhaps we could develop some genuine affection?... Bareback is best.E-mail me and we'll get the stats and pics share going. Thanks.    ,Is there a local POZ top looking for a fb / bf?,https://vermont.craigslist.org/m4m/d/is-there-local-poz-top/6400359148.html,vermont,"Barre,area",11/25/2017 14:29,,,,33:47.6,CL1,43,1
"GL married fifty three young looking bottom guy. Looking for hung cocks for deep throat or whatever.You must host. Have a GPS so just need an address. 5'10"" tall and 190 lbs. Holes are shaved and douched out for your fucking pleasure if you are interested . Please place ""I have a big dick"" in subject line so I know you are not spam and also please have a nice big dick.    BRATTLEBORO NOW LOOKING TO SUCK BIG FAT DICK","GL married fifty three young looking bottom guy. Looking for hung cocks for deep throat or whatever.You must host. Have a GPS so just need an address. 5'10"" tall and 190 lbs. Holes are shaved and douched out for your fucking pleasure if you are interested . Please place ""I have a big dick"" in subject line so I know you are not spam and also please have a nice big dick.    ",BRATTLEBORO NOW LOOKING TO SUCK BIG FAT DICK,https://vermont.craigslist.org/m4m/d/brattleboro-now-looking-to/6418297519.html,vermont,"BRATTLEBORO,NOW",12/8/2017 22:34,,,,33:52.9,CL1,45,1
"I would love to meet a nice guy to give a slow loving erotic blowjob. I'm a safe sane ""normal"" bi  guy that wants to please you however you like by offering myself to you. I'm available   I can  come to you if you like or I can host  . Lets have some fun.    A great blowjob for someone special","I would love to meet a nice guy to give a slow loving erotic blowjob. I'm a safe sane ""normal"" bi  guy that wants to please you however you like by offering myself to you. I'm available   I can  come to you if you like or I can host  . Lets have some fun.    ",A great blowjob for someone special,https://vermont.craigslist.org/m4m/d/great-blowjob-for-someone/6403077286.html,vermont,Hartland,11/27/2017 16:02,,,,33:58.2,CL1,47,1
I would love to  enjoy your cock and balls and bring you as much pleasure as I possibly can. I will slowly suck you deeply and caress your balls. I will hold you deep in my mouth swirling my tongue around the head of your cock until you swell and explode your load down my throat. Please get back to me and lets make this happen.    I will adore your cock and balls,I would love to  enjoy your cock and balls and bring you as much pleasure as I possibly can. I will slowly suck you deeply and caress your balls. I will hold you deep in my mouth swirling my tongue around the head of your cock until you swell and explode your load down my throat. Please get back to me and lets make this happen.    ,I will adore your cock and balls,https://vermont.craigslist.org/m4m/d/will-adore-your-cock-and-balls/6403074722.html,vermont,Hartland,11/27/2017 16:01,,,,34:03.5,CL1,49,1
You will need to host. White bottom man who wants a big dick in me and be bred. Would Love to be fcked hard and give you a blwjb and enjoying it all. I can't host. Let's do this....    I want a big dick in my ass,You will need to host. White bottom man who wants a big dick in me and be bred. Would Love to be fcked hard and give you a blwjb and enjoying it all. I can't host. Let's do this....    ,I want a big dick in my ass,https://vermont.craigslist.org/m4m/d/want-big-dick-in-my-ass-m4m/6421452939.html,vermont,"Berlin,VT,area",12/11/2017 14:29,,,,34:08.8,CL1,51,1
"I need a top who would like to Breed me, bigger the better, no condoms. I am DDF and expect the same. Please contact me, be serious, let's get this breeding and seeding going. Unfortunately, I can't host.    It is breeding time","I need a top who would like to Breed me, bigger the better, no condoms. I am DDF and expect the same. Please contact me, be serious, let's get this breeding and seeding going. Unfortunately, I can't host.    ",It is breeding time,https://vermont.craigslist.org/m4m/d/it-is-breeding-time/6421452313.html,vermont,Berlin,12/11/2017 14:28,,,,34:14.2,CL1,53,1
"My ongoing search for someone real continues ... Employed, professional, clean, sane, self-sufficient guy who loves to cook, make art, cuddle up with a movie, get out in the canoe, work in the garden, go on adventures, and more. Not out, but looking for a long-term reason to be. Tired of one-time things and looking for a commitment. If this sounds appealing, let's talk. Better yet, let me cook for you. Let's see what happens.    Seeking the Impossible?","My ongoing search for someone real continues ... Employed, professional, clean, sane, self-sufficient guy who loves to cook, make art, cuddle up with a movie, get out in the canoe, work in the garden, go on adventures, and more. Not out, but looking for a long-term reason to be. Tired of one-time things and looking for a commitment. If this sounds appealing, let's talk. Better yet, let me cook for you. Let's see what happens.    ",Seeking the Impossible?,https://vermont.craigslist.org/m4m/d/seeking-the-impossible/6418822701.html,vermont,Morrisville,12/9/2017 12:15,,,,34:19.5,CL1,55,1
"Mature Bottom looking for receiving anal and giving oral pleasure. One time or ongoing fwb. Oral, anal and fore play. Available most weekdays and evenings. I am 5'10"", 300# total bottom. I do not top.Can usually host but will travel a reasonable distance for fun.If interested please send stats and if possible a picture of the appropriate body part    Bottom for nsa, fwb","Mature Bottom looking for receiving anal and giving oral pleasure. One time or ongoing fwb. Oral, anal and fore play. Available most weekdays and evenings. I am 5'10"", 300# total bottom. I do not top.Can usually host but will travel a reasonable distance for fun.If interested please send stats and if possible a picture of the appropriate body part    ","Bottom for nsa, fwb",https://vermont.craigslist.org/m4m/d/bottom-for-nsa-fwb/6411300612.html,vermont,Rutland,12/3/2017 18:59,,,,34:25.0,CL1,57,1
"Older bottom looking for tops oral and anal play. No strings attached, fab or fbWill host or travel within a reasonable distance.Looking for masculine tops.Available most weekdays and some evenings and weekends.Facial hair a real turn on but not required.In an open relationship. We do not play together and I DO NOT TOP.    Bottom for nsa fun-m4m","Older bottom looking for tops oral and anal play. No strings attached, fab or fbWill host or travel within a reasonable distance.Looking for masculine tops.Available most weekdays and some evenings and weekends.Facial hair a real turn on but not required.In an open relationship. We do not play together and I DO NOT TOP.    ",Bottom for nsa fun-m4m,https://vermont.craigslist.org/m4m/d/bottom-for-nsa-fun-m4m/6411303151.html,vermont,Rutland,12/3/2017 19:02,,,,34:30.3,CL1,59,1
Mature bottom looking for tops for nsa oral and anal.Will host or travel. Looking for masculine tops. Prefer furry and facial hair but not set in stone.Available most weekdays and some evenings.In an open relationship. We do not play together and I do not top.Bottom for nsa fun-m4m,Mature bottom looking for tops for nsa oral and anal.Will host or travel. Looking for masculine tops. Prefer furry and facial hair but not set in stone.Available most weekdays and some evenings.In an open relationship. We do not play together and I do not top.,Bottom for nsa fun-m4m,https://vermont.craigslist.org/m4m/d/bottom-for-nsa-fun-m4m/6413163974.html,vermont,Rutland,12/5/2017 8:14,,,,34:35.6,CL1,61,1
Good looking professional 6'2 200 beefy toned Italian 43 yo. Into dad/son. JO. Oral. Vers. 7.5 thick. Big head and balls. Poppers sometimes. Exercise Regularly. Eat healthy.o. Bennington to Manchester. Arlington.    Good looking Professional Looking for Fun,Good looking professional 6'2 200 beefy toned Italian 43 yo. Into dad/son. JO. Oral. Vers. 7.5 thick. Big head and balls. Poppers sometimes. Exercise Regularly. Eat healthy.o. Bennington to Manchester. Arlington.    ,Good looking Professional Looking for Fun,https://vermont.craigslist.org/m4m/d/good-looking-professional/6420818375.html,vermont,"Manchester,Area",12/11/2017 4:50,,,,34:40.8,CL1,63,1
I love slow blowing and edging a gentleman  until he shoots a massive load in my mouth. 100% pleasure for you. no kissing or anything like that. present me a nice piece and i promise im all yours  :)    I need to pleasure an older mans cock  immediately,I love slow blowing and edging a gentleman  until he shoots a massive load in my mouth. 100% pleasure for you. no kissing or anything like that. present me a nice piece and i promise im all yours  :)    ,I need to pleasure an older mans cock  immediately,https://vermont.craigslist.org/m4m/d/need-to-pleasure-an-older/6420761616.html,vermont,,12/11/2017 1:30,,,,34:46.1,CL1,65,1
"Looking for someone older in relatively good shape. I am constantly craving the feeling of another man inside my mouth. I have some experience and I promise you I know what Im doing. Looking for a one time thing or possibly more if we just cant get enough of each other. I am 27 years old, 6 foot, 175 in good shape. I will be honest I am not looking for a relationship and cuddling or any of that - just someone with a nice dick who knows they can rely on me when they need to relax and get drained.    Need a real man","Looking for someone older in relatively good shape. I am constantly craving the feeling of another man inside my mouth. I have some experience and I promise you I know what Im doing. Looking for a one time thing or possibly more if we just cant get enough of each other. I am 27 years old, 6 foot, 175 in good shape. I will be honest I am not looking for a relationship and cuddling or any of that - just someone with a nice dick who knows they can rely on me when they need to relax and get drained.    ",Need a real man,https://vermont.craigslist.org/m4m/d/need-real-man/6420761409.html,vermont,,12/11/2017 1:30,,,,34:54.4,CL1,67,1
I love slow blowing and edging a gentleman  until he shoots a massive load in my mouth. 100% pleasure for you. no kissing or anything like that. present me a nice piece and i promise im all yours  )    let me pleasure you,I love slow blowing and edging a gentleman  until he shoots a massive load in my mouth. 100% pleasure for you. no kissing or anything like that. present me a nice piece and i promise im all yours  )    ,let me pleasure you,https://vermont.craigslist.org/m4m/d/let-me-pleasure-you/6420761266.html,vermont,,12/11/2017 1:29,,,,34:59.7,CL1,69,1
"VGL masc jock guy visiting the area this week. Havent had cock in a while and feeling horny. Would love to host any young horny UVM  or stowe area  guys.  I am 5-10,170 athlete and winter sports lover. Will be able to host and open to any type of safe play. Love oral, JO and happy to just service a hot cock if your str8 or bi /curious. Clean and ddf and very discreet. Around monday and tuesday. and open to group play as well.    looking to suck some young uvm cock..and host a group..","VGL masc jock guy visiting the area this week. Havent had cock in a while and feeling horny. Would love to host any young horny UVM  or stowe area  guys.  I am 5-10,170 athlete and winter sports lover. Will be able to host and open to any type of safe play. Love oral, JO and happy to just service a hot cock if your str8 or bi /curious. Clean and ddf and very discreet. Around monday and tuesday. and open to group play as well.    ",looking to suck some young uvm cock..and host a group..,https://vermont.craigslist.org/m4m/d/looking-to-suck-some-young/6420687860.html,vermont,stowe,12/10/2017 23:12,,,,35:05.1,CL1,71,1
"MWM home alone. Can host.Near Weybridge, Addison, Middlebury, Salisbury, Bridport, Cornwall, or New Haven? Near, not far.Please reply with face pic, age, and location. My age or younger. Not underage, and not far away. Have a beer.I'm masculine, married, clean, reliable.Straight or bi bud for NSA fun","MWM home alone. Can host.Near Weybridge, Addison, Middlebury, Salisbury, Bridport, Cornwall, or New Haven? Near, not far.Please reply with face pic, age, and location. My age or younger. Not underage, and not far away. Have a beer.I'm masculine, married, clean, reliable.",Straight or bi bud for NSA fun,https://vermont.craigslist.org/m4m/d/straight-or-bi-bud-for-nsa-fun/6420569637.html,vermont,"Addison,County",12/10/2017 20:43,,,,35:10.4,CL1,73,1
Bimwm 48 avg ht wt shaved head gotee looking for another masc wm for occasional get togethers for some man to man fun. Vers here like to kiss oral 69 suck and maybe more. You must host. If this sounds good get in touch.    Biwm Looking for a buddy,Bimwm 48 avg ht wt shaved head gotee looking for another masc wm for occasional get togethers for some man to man fun. Vers here like to kiss oral 69 suck and maybe more. You must host. If this sounds good get in touch.    ,Biwm Looking for a buddy,https://vermont.craigslist.org/m4m/d/biwm-looking-for-buddy-m4m/6420564873.html,vermont,"Underhill,area",12/10/2017 20:37,,,,35:15.7,CL1,75,1
