,"--Before you read this if you are a COUPLE, MEN, TRANSGENDER, or looking for a hookup, do not bother to reply I will not answer.. After you read my bio if I sound like someone you want to get to know.  PLEASE, reply with a short bio and a pic of you. Show that you have some sense and intelligence. Not one word or a sentence.  Please, I do not want to write endless emails.Hi,I am kind of shy so I decided to try this. Let me tell you about myself. I am a 27 year old, white, plus size, bisexual woman. Yes, I am a big woman, but I have been told that I am attractive for my size. I make up for with my personality. I am a mature woman, who does not have time for games.Bio:-I am Caring, Compassionate, Loving, Intelligent, Kind, Sweet, Laid Back, Serious, Outdoorsy, Direct, Outspoken, Honest, Loyal, Opinionated, Faithful, Family Oriented and Animal Lover.-I have a dalmation/lab mix (Sweet Pea) and a American Pitbull (Popeye). They are my babies.-I have a younger brother and sister both are school age.-A down to earth country girlWhat I am looking in a woman:-A intelligent, caring, compassionate, loving, kind, fun, laid back, woman. Someone who likes to have fun but can be serious at the same time. Someone who will be there. To be a friend, lover, companion.-Loves children and animals-No AA women only!-Ages 18 to 35-No smokers or drinkers-420 Friendly-Must be cleanNo picture, No reply. Please also send a short bio of your self. I look forward to hearing from you.    Looking for my Queen","--Before you read this if you are a COUPLE, MEN, TRANSGENDER, or looking for a hookup, do not bother to reply I will not answer.. After you read my bio if I sound like someone you want to get to know.  PLEASE, reply with a short bio and a pic of you. Show that you have some sense and intelligence. Not one word or a sentence.  Please, I do not want to write endless emails.Hi,I am kind of shy so I decided to try this. Let me tell you about myself. I am a 27 year old, white, plus size, bisexual woman. Yes, I am a big woman, but I have been told that I am attractive for my size. I make up for with my personality. I am a mature woman, who does not have time for games.Bio:-I am Caring, Compassionate, Loving, Intelligent, Kind, Sweet, Laid Back, Serious, Outdoorsy, Direct, Outspoken, Honest, Loyal, Opinionated, Faithful, Family Oriented and Animal Lover.-I have a dalmation/lab mix (Sweet Pea) and a American Pitbull (Popeye). They are my babies.-I have a younger brother and sister both are school age.-A down to earth country girlWhat I am looking in a woman:-A intelligent, caring, compassionate, loving, kind, fun, laid back, woman. Someone who likes to have fun but can be serious at the same time. Someone who will be there. To be a friend, lover, companion.-Loves children and animals-No AA women only!-Ages 18 to 35-No smokers or drinkers-420 Friendly-Must be cleanNo picture, No reply. Please also send a short bio of your self. I look forward to hearing from you.    ",Looking for my Queen,https://lynchburg.craigslist.org/w4w/d/looking-for-my-queen/6415692371.html,lynchburg,,2017-12-06 23:32:45,,,,2017-12-13 22:57:24.208000,CL1
,I am an attractive female seeking a female for casual encounter. Must be discreet! Looking for fun. NO MEN/NO COUPLES!! Please reply with pic. Serious inquiries only!    All in fun,I am an attractive female seeking a female for casual encounter. Must be discreet! Looking for fun. NO MEN/NO COUPLES!! Please reply with pic. Serious inquiries only!    ,All in fun,https://lynchburg.craigslist.org/w4w/d/all-in-fun/6412646248.html,lynchburg,,2017-12-04 18:17:28,,,,2017-12-13 22:57:26.171000,CL1
,"Hey guys. It's Saturday night and I'm just really bored, looking for some good conversation. That's it really, unless we find each other attractive. I'm at home, studying for finals and just want someone to talk to.I'm in my mid20s, I casually enjoy comics and videogames. Heavily enjoy books and music. I like art, tattoos, and piercings and its just really hard to find people with similar interests around here. Just looking for friends, and we'll see if it progresses to more.If you're interested feel free to respond. Change the subject line to your favorite movie and let's chat    Bored","Hey guys. It's Saturday night and I'm just really bored, looking for some good conversation. That's it really, unless we find each other attractive. I'm at home, studying for finals and just want someone to talk to.I'm in my mid20s, I casually enjoy comics and videogames. Heavily enjoy books and music. I like art, tattoos, and piercings and its just really hard to find people with similar interests around here. Just looking for friends, and we'll see if it progresses to more.If you're interested feel free to respond. Change the subject line to your favorite movie and let's chat    ",Bored,https://lynchburg.craigslist.org/w4w/d/bored/6410101067.html,lynchburg,Around,2017-12-02 18:07:19,,,,2017-12-13 22:57:28.148000,CL1
,I AM LOOKING FOR A WHITE FEMALE TO SEND PUSSY PICS AND HAVE A CHAT. REPLY WITH PICTURE AND PUSSY IN THE SUBJECT LINE. LETS GET TO KNOW EACH OTHER.    WHITE FEMALE,I AM LOOKING FOR A WHITE FEMALE TO SEND PUSSY PICS AND HAVE A CHAT. REPLY WITH PICTURE AND PUSSY IN THE SUBJECT LINE. LETS GET TO KNOW EACH OTHER.    ,WHITE FEMALE,https://lynchburg.craigslist.org/w4w/d/white-female/6408874928.html,lynchburg,,2017-12-01 19:22:22,,,,2017-12-13 22:57:30.048000,CL1
,"[[ __ *T* Asian Massage  __ ]]Congratulations! you have already found the best Masseusein  Muncie in  !Open 7 Days a Week 9:00am-10:00pm: show contact info :Located at :912 W Mcgalliard Rd,Muncie,IN 47303  [[ Excellent relaxing massage The Best in town !]]UPSCALE FACILITYDeep Tissue / Swedish /Hot Stone/Acupressure MassageIf You Would Like a Relaxing Massage by ProfessionalAsian Masseuses Come And Experience a Perfect Body Massage.Very Professional Body Massage:Full Body Massage:$40/Half Hour$60/One Hour$90/1.5 HourFour Hands Massage$120//One HourFoot Massage$20/Half Hour$35/One HourWe Accept Credit CardsWalk In Welcome  NICE STAFF*~*NICE THERAPIST *~*NICE PLACE *~* VERY GOOD MASSAGE!!","[[ __ *T* Asian Massage  __ ]]Congratulations! you have already found the best Masseusein  Muncie in  !Open 7 Days a Week 9:00am-10:00pm: show contact info :Located at :912 W Mcgalliard Rd,Muncie,IN 47303  [[ Excellent relaxing massage The Best in town !]]UPSCALE FACILITYDeep Tissue / Swedish /Hot Stone/Acupressure MassageIf You Would Like a Relaxing Massage by ProfessionalAsian Masseuses Come And Experience a Perfect Body Massage.Very Professional Body Massage:Full Body Massage:$40/Half Hour$60/One Hour$90/1.5 HourFour Hands Massage$120//One HourFoot Massage$20/Half Hour$35/One HourWe Accept Credit CardsWalk In Welcome  ",NICE STAFF*~*NICE THERAPIST *~*NICE PLACE *~* VERY GOOD MASSAGE!!,https://muncie.craigslist.org/thp/d/nice-staffnice-therapist-nice/6419944353.html,kokomo,"W,Mcgalliard,Rd,Muncie,IN",2017-12-10 11:42:43,40.219063,-85.356490,"912 W Mcgalliard Rd,",2017-12-14 11:54:13.363000,CL1
,"[[ __ Peony Massage Therapy   __ ]]Congratulations! You have already found the Best Masseusein  Indianapolis   !: show contact info:Open 7 Days a Week 9:00am--9:00pmLocated at : 5501 E 71st St,Suite:2.Indianapolis.IN 46220  [[ Excellent relaxing massage The best in Town !]]UPSCALE FACILITYDeep Tissue / Walking Back  /Hot Oil Swedish/Thai MassageIf You Would Like a Relaxing Massage by ProfessionalAsian Masseuses Come And Experience a Perfect Body Massage.Full Body Massage:$40/Half Hour$60/One HourTable Shower AvailableWelcome walk in ♛NICE STAFF♛NICE THERAPIST♛NICE PLACE♛VERY GOOD MASSAGE!","[[ __ Peony Massage Therapy   __ ]]Congratulations! You have already found the Best Masseusein  Indianapolis   !: show contact info:Open 7 Days a Week 9:00am--9:00pmLocated at : 5501 E 71st St,Suite:2.Indianapolis.IN 46220  [[ Excellent relaxing massage The best in Town !]]UPSCALE FACILITYDeep Tissue / Walking Back  /Hot Oil Swedish/Thai MassageIf You Would Like a Relaxing Massage by ProfessionalAsian Masseuses Come And Experience a Perfect Body Massage.Full Body Massage:$40/Half Hour$60/One HourTable Shower AvailableWelcome walk in ",♛NICE STAFF♛NICE THERAPIST♛NICE PLACE♛VERY GOOD MASSAGE!,https://indianapolis.craigslist.org/thp/d/nice-staffnice-therapistnice/6425145605.html,kokomo,"E,st,ST,Indianapolis,IN",2017-12-14 11:39:56,39.864700,-86.118100,5501 E 71st ST,2017-12-14 11:54:14.506000,CL1
, , ,,https://indianapolis.craigslist.org/thp/d/sunrise-spaawesome-massage/6425062551.html,kokomo,, ,,,,2017-12-14 11:54:15.591000,CL1
," GRAND OPENING  have the top massage with our friendly licensed massage therapists. We offer Deep Tissue, and Swedish Massage. We have clean private rooms, convenience location and very friendly Asian masseuse to serve you. Tel:  show contact infoopen 7days 9.30am-10pm ==== Map ==== 445 Gradle Dr Carmel IN 46032 Chinese, reflexology, & swedish,deep tissue massage  Hot Oil free Hot Stone  $40/30minus   $60/60minus   $90/90minus     ♪♫•*¨❤ GRAND OPENING   ❤Best Service in Carmel ¸¸.•"," GRAND OPENING  have the top massage with our friendly licensed massage therapists. We offer Deep Tissue, and Swedish Massage. We have clean private rooms, convenience location and very friendly Asian masseuse to serve you. Tel:  show contact infoopen 7days 9.30am-10pm ==== Map ==== 445 Gradle Dr Carmel IN 46032 Chinese, reflexology, & swedish,deep tissue massage  Hot Oil free Hot Stone  $40/30minus   $60/60minus   $90/90minus     ",♪♫•*¨❤ GRAND OPENING   ❤Best Service in Carmel ¸¸.•,https://indianapolis.craigslist.org/thp/d/grand-opening-best-service-in/6424970817.html,kokomo,"google,map",2017-12-14 09:29:17,39.965362,-86.134390,445 Gradle Dr,2017-12-14 11:54:16.689000,CL1
, , ,,https://indianapolis.craigslist.org/thp/d/luxurious-asian-massage/6424945520.html,kokomo,, ,,,,2017-12-14 11:54:17.807000,CL1
,"20years and still THE BEST!  Enjoy Asian therapeutic body work.Treat yourself to an exceptional Swedish, Shiatsu, deep or soft tissue massage,table shower,and /or dry sauna by our professional, experienced and Beautiful staff today . One (1) hour =$60.00 1/2 hour =$40.00. Open 9am.-11pm.  daily at 2442 Georgetown Road Danville ,Il.61832. We are just 1.5 mi. (3min.) south of exit I-74 Exit 215A .We are on the west/ right side as you drive south on Georgetown Road.***** show contact info*****Come RELAX*****www.joejinspa.com    JOE JIN SPA 217-431-1323 I-74 Exit 215 A","20years and still THE BEST!  Enjoy Asian therapeutic body work.Treat yourself to an exceptional Swedish, Shiatsu, deep or soft tissue massage,table shower,and /or dry sauna by our professional, experienced and Beautiful staff today . One (1) hour =$60.00 1/2 hour =$40.00. Open 9am.-11pm.  daily at 2442 Georgetown Road Danville ,Il.61832. We are just 1.5 mi. (3min.) south of exit I-74 Exit 215A .We are on the west/ right side as you drive south on Georgetown Road.***** show contact info*****Come RELAX*****www.joejinspa.com    ",JOE JIN SPA 217-431-1323 I-74 Exit 215 A,https://indianapolis.craigslist.org/thp/d/joe-jin-spaexit-215/6424911798.html,kokomo,danville,2017-12-14 08:25:25,40.076577,-87.635472,2442 Georgetown Road,2017-12-14 11:54:18.835000,CL1
