,https://provo.craigslist.org/thp/d/amazingasian-massage/6423970420.html,, ,,,,2017-12-13 17:34:56.404000,CL1, 
Deep Tissue Massage $1 per minute as low as $25 starts you!,https://provo.craigslist.org/thp/d/deep-tissue-massage-1-per/6422639767.html,"Lehi,Traverse,Mountain",2017-12-12 10:39:32,,,,2017-12-13 17:35:02.101000,CL1,"Female Licensed Massage Therapist providing by the minute massage services! I charge $1.00 per minute with a discount for 60 minutes or more. Sometimes you don't want to spend money for a full hour but you may desperately need regular massage for a problem area, that's why I created by the minute massage services!Deep TissueInjuriesFoot PainCarpal Tunnel FibromyalgiaRotator CuffShin SplintsHamstring injuriesRunners massageBikers massageSports MassageInjury MassageBack PainNeck Pain Shoulder PainRelaxation MassagePrenatal MassagePlease text 385-235-l827 Please visit my website Please no weird calls, this is for people who need a daily affordable massage routine, sometimes 20 minutes gets the job done! http://buytheminutemassage.com "
Sakura Massage & SPA (385)312-0030 Free Table Shower Available,https://provo.craigslist.org/thp/d/sakura-massage-spafree-table/6421663653.html,"North,West,Provo",2017-12-11 14:44:27,40.259223,11.675965,1937 North 1120 West,2017-12-13 17:35:07.787000,CL1,"Sakura Massage & Spa  Call now to book your appointment  show contact info 1937 North 1120 West, Provo, UT 84604 Hours: Mon - Sat 10 am to 8 pm Sunday by appointment onlyTherapeutic services: Swedish Massage Shiatsu (light pressure massage, mixed with energy work and stretching) Ashiatsu (Back Walking) Cranial Sacral Therapy (energy work) Deep Tissue Massage Injury Massage Stuctural Bodaywork Reflexology with Foot Bath Hot Stone Massage Prenatal Massage Couples Massage Four Hands Massage Chair massage Full Body Exfoliation (body scrub)Pricing: 30 min - $40 60 min - $60 90 min - $85 120 min - $110 Full Body Exfoliation - $45Extras: Cupping - $10 (depending on the area) Gua Sha - $10 (depending on the area) Paraffin Wax Bath $8Here's what you can expect from Sakura Massage & SPA: Same-day appointments available Friendly staff Experienced therapists Immediate pain relief Gift certificates available Free consultation Professional and safe environment All major credit cards accepted Free table shower availableCouples Massage and Four Hands Massage by Appointment only. Discounted rates or a free parafffin wax bath for hands are offered for all appointments booked at least 24 hours in advance."
,https://provo.craigslist.org/thp/d/new-diamond-spa-massage/6421311497.html,, ,,,,2017-12-13 17:35:13.562000,CL1, 
I put the AHH in massAHHge!,https://provo.craigslist.org/thp/d/put-the-ahh-in-massahhge/6421205700.html,"google,map",2017-12-11 10:05:13,40.323468,11.694856,43 e,2017-12-13 17:35:19.315000,CL1,I put the AHH in massAHHge!Therapeutic Deep tissue Hot oilAnd more...Call now  show contact info
,https://provo.craigslist.org/thp/d/free-table-showermay-blossom/6420045479.html,, ,,,,2017-12-13 17:35:25.096000,CL1, 
,https://provo.craigslist.org/thp/d/new-asian-masseuses-awesome/6420043440.html,, ,,,,2017-12-13 17:35:30.830000,CL1, 
,https://provo.craigslist.org/thp/d/sweet-masseusegreen-massagetel/6420042992.html,, ,,,,2017-12-13 17:35:36.550000,CL1, 
Heaven Sent Massage,https://provo.craigslist.org/thp/d/heaven-sent-massage/6419411841.html,Provo,2017-12-09 17:51:55,40.260700,11.654900,,2017-12-13 17:35:42.475000,CL1,Offering professional massages. Discount $10 off for the Christmas Season! Gift Certificates available.60 minutes $50 90 minutes $75120 minutes $100Student discount 60 minutes $25Thai Yoga 60 minutes $30Couples massages 60 minutes $90Hot Stone massage 60 minutes $60Call Josslyn to schedule at  show contact info.
,https://provo.craigslist.org/thp/d/amazingasian-massage/6417000027.html,, ,,,,2017-12-13 17:35:48.302000,CL1, 
Amazing Massage Form Day Spa (801) - 224 - 4000,https://provo.craigslist.org/thp/d/amazing-massage-form-day-spa/6416242230.html,"S,Orem,Blvd,Orem,UT",2017-12-07 10:39:53,40.272663,11.683321,1119 S Orem Blvd,2017-12-13 17:35:53.998000,CL1,"We offer massage designed to fit your body's needs , We do relaxing and therapeutic massage , Deep tissue, Swedish massage , Thai massage , Back walk, Hot stone massage and Foot massage !  Call NowAppointments and Wlk-Ins are Welcome !Full Body Massage30 minutes for $4560 minutes for $6090 minutes for $90Foot Massage30 minutes for $3060 minutes for $40We Accept These Credit Cars : Visa ,  MasterCard , American Express and Discover    "
,https://provo.craigslist.org/thp/d/amazingasian-massage/6415534361.html,, ,,,,2017-12-13 17:35:59.792000,CL1, 
☆ ☆ ☆ ☆ ☆ FABulous Massage ~ ONLY $39,https://provo.craigslist.org/thp/d/fabulous-massage-only-39/6415219254.html,Orem,2017-12-06 14:01:36,40.312522,11.661446,1448 E 820 N,2017-12-13 17:36:05.592000,CL1,NEW CLIENTS - get a Fabulous massage for a Fabulous price with Heather or Esther@Berkana BodyWorks! ONLY $39 for a FULL 60 Minute Swedish Massage with Peppermint Foot Wraps: Refreshing Relaxing Rejuvenating Restorative RenewingBy Appointment Onlywith Heather or EstherMondays - Thursdays 3:00 pm - 8:30 pmSaturdays 1:30 pm -7:00 pm BOOK NOWOr call  show contact infoTherapeutic Services OnlyMust mention Craig's List ad for discount Limit one $39 massage per person 
