,https://bham.craigslist.org/thp/d/grand-opening-beautiful/6422941686.html,, ,,,,2017-12-12 21:14:52.843000,CL1, 
★ NEW OPEN !!! LOTUS MASSAGE !!! ★ (4851 Cahaba Rive Rd 205-991-2841,https://bham.craigslist.org/thp/d/new-open-lotus-massage-4851/6422830552.html,"Cahaba,River,Rd",2017-12-12 13:37:43,33.429113,-86.730688,4851 Cahaba River Rd,2017-12-12 21:16:53.009000,CL1,"*NEW LOCATION* NEW OPEN *Best Environment For Relaxing !We Are Professional Licensed Massage Therapists.We Offer Swedish, Deep Tissue, Acupuncture, Ralaxing Soothing Traditional Massage And Offer Special Hot Towel, Will Completely Relax Both Your Body And MindAnd Take Away Your Pain Stress And Anxiety In Your Body !We Have Gift Certificate Offer For Your Loved One !Business Hour : 9:30 am --10:00 pmOpen 7 Days A Week Please Call :  show contact infoNEW Location: 4851 Cahaba River Rd suite 129    "
,https://bham.craigslist.org/thp/d/new-massage/6422616943.html,, ,,,,2017-12-12 21:18:53.235000,CL1, 
Panda Acupressure $60 Homewood(490 N Wildwood Circle Homewood),https://bham.craigslist.org/thp/d/panda-acupressure-60/6422363744.html,"google,map",2017-12-12 08:36:18,33.446568,-86.831217,Wildwood Circle,2017-12-12 21:20:53.789000,CL1,"PANDA Acupressure Massage $60/hr $80/90min(((Homewood AL) ) )))490 N wildwood circle ste 120 *Deep Tissue / Shiatsu / Swedish Massage *Therapeutic massage to reduce stress, increase blood circulation, *and heal muscle and joint pain. * Deep tissue ** Swedish & shiatsu massage ** Hot oil & hot towel treatment *   show contact info * open 7 days per week * 10:00 am / 10:00pm490 N wildwood circle ste 120 homewood AL 35209 do NOT contact me with unsolicited services or offersit's ok to contact this poster with services or other commercial interests    "
*** Asian Out Call Massage ***,https://bham.craigslist.org/thp/d/asian-out-call-massage/6421981608.html,"Birmingham,metro,Area",2017-12-11 20:19:02,,,,2017-12-12 21:22:55.473000,CL1,"Asian  Nice, attractive, friendly lady.Go to your hotel to give you massage.I will relax you, comfort you, make your travel better.I do relaxation, fatigue relieve, pain relieve massage.Please call me:  show contact info."
★NEW OPEN !!!  Angel Spa★ (1845 Montgomery Hwy 205-290-5257 ),https://bham.craigslist.org/thp/d/new-open-angel-spa-1845/6421586991.html,Birmingham,2017-12-11 14:53:08,33.350046,-86.795199,1845 Montgomery Hwy,2017-12-12 21:24:56.022000,CL1,"Elegant Environment, Relaxing Music, Great Service, You Will Enjoy Every Minute Here!!!We Offer Swedish,  Deep Tissue,  Shiatsu,  Foot Reflexology,  Acupressure,  Hot Stone, Relaxing Soothing Traditional Massage And Special Hot Towel !Here You Will Complete Relax Both Your Body And Mind !And Take Away The Pain Stress And Anxiety In Your Body!!Business Hour : 9:30 Am --- 10:00 PmOpen 7 Days A Week Phone :  show contact infoLocation : 1845 Montgomery Hwy Suite 223Hoover AL 35242 ( In The Hobby Lobby Shopping Center)"
Professional Cuddling at Cuddlist,https://bham.craigslist.org/thp/d/professional-cuddling-at/6421497835.html,Hoover,2017-12-11 13:56:18,,,,2017-12-12 21:26:57.246000,CL1,"Give yourself the gift of connection and healing touch through Cuddling!My name is Nancy Jo and I am a Certified Professional Cuddler through Cuddlist.com. I provide a strictly non-sexual service based on mutual respect. Because cuddling is based on clear consent and communication, it is a safe way to explore your needs and wants. Recent Cuddlist.com Testimonial:""The level of a deep calm that I'm experiencing is very, very special!  I feel like I've had some parts of me either healed or touched, held and celebrated!  I'm noticing a level of a deeper and quite thorough inner completeness; an unusual degree of a thorough contentment.  I do not say these things to be nice to you, or even as a way of saying ""a heart-felt thank you"".  Rather, it's this very peaceful place that I am experiencing from.  I've done a lot of mindfulness work over the years, and so I believe I am pretty sensitive to my emotional & subtler aspects of my experiences.""Book your cuddle session with me at http://cuddlist.com/nancyjo/ for $80/hr. Give yourself the amazing gift of transformative touch through cuddling."
The Best Massage ★ Asian...H Massage...★,https://bham.craigslist.org/thp/d/the-best-massage-asianh/6421475137.html,"Birmingham,AL",2017-12-11 13:42:33,33.428938,-86.706652,476 Cahaba Park Circle,2017-12-12 21:28:57.727000,CL1,"Asian Massage on 280 (across street from Logan and chick A filet)Please call: show contact info...Professional, skilled, experienced Asian massage therapists.Providing relaxing, comfortable, Asian and western massage.work with your time. "
WELLNESS MASSAGE (NEW),https://bham.craigslist.org/thp/d/wellness-massage-new/6421104054.html,TRUSSVILLE,2017-12-11 10:04:02,33.617228,-86.614344,413 B Main Street,2017-12-12 21:30:58.453000,CL1,"Now Open! Wellness Massage located in Trussville on Main Street behind Main Street Chiropractic next to Captain D's. Open 7 Days a week 9:30 AM to 9:30 PM. Call  show contact info for an appointment walk ins also welcome. Address is 413 B Main Street, Trussville, AL 35173.    "
Come to TRANQUIL SPA for a Great Massage,https://bham.craigslist.org/thp/d/come-to-tranquil-spa-for/6420645939.html,"st,St,N,G,Alabaster,AL",2017-12-10 21:14:17,33.256643,-86.813653,1123 1st.St. N.,2017-12-12 21:32:58.951000,CL1,"Tranquil Spa offers: Acupressure, Deep Tissue, Swedish, Shiatsu, Reflexology and Oil Massages, Hot Stones                             	Full Body Massages:  hr. $40.00 & 1 hr.  $60.00                             	Foot Massage:  hr. $30.00 & 1 hr. $50.00                             	Chair Massage: $10 for every ten minutesWhen you come to Tranquil Spa you come to beautifully decorated private rooms. Yes, we have one room for couples Massages. We have experienced Masseuses that are friendly and will make you feel welcomed and relaxed.             Come in, Relax and Let us work the kinks out              For Appointments call us at  show contact info                     Open Every Day 9am - 10pm                    Walk-ins are always Welcome                         Credit Cards Accepted               1123 1st St. N. #G Alabaster, AL 35007"
