★★★★★☞-60min$39.99--Table shampoo Free,https://norfolk.craigslist.org/thp/d/60min3999-table-shampoo-free/6423981248.html,"c,Grafton,Station,Lane,Yorktown",2017-12-13 12:56:49,37.160313,-76.462258,121c Grafton Station Lane,2017-12-13 13:20:29.813000,CL1,"----------------------- SPECIAL OFFERS---Table shampoo gratis     9:00am-10:30am          Swedish ( includes hot stones )-60min $39.99          Couples ( includes hot stones )-60min $89.99          Four-handed ( includes hot stones )-60min $89.99     First visit special60min $48.99 Cash Only {www.amcgrafton.com}------------------------------(Sell gift certificates)-------------------------MON-SUN-9:00am-8:00pm  show contact infoLOCATION:121c Grafton Station Lane Yorktown/Grafton, VA 23692 Washington Square Shopping Center    "
☞☞☞New Manager~♦~♦~Professional ORIENTAL SPA~,https://norfolk.craigslist.org/thp/d/new-managerprofessional/6423958710.html,"virginia,beach",2017-12-13 12:42:48,36.904622,-76.137651,4849 shore dr,2017-12-13 13:20:35.049000,CL1,"ADD: 4849 shore dr , virginia beach ,va,23455   Please Call: show contact infoOpen hour:9:30am--9:30pm/7 daysYou are wlecome to try the best Chinese massage Quiet Environment  Beautiful Music  Professional Stuff  Free Hot Stone Free Hot Towel Free Chinese Medicine  Couple Room Shower RoomFour HandsNow Promotion:One time free for 10 times!!!Gift Card Available!Call for appointment or Walk-in "
◆*◆*◆*Professional massage for your healthy  ◆*◆*,https://norfolk.craigslist.org/thp/d/professional-massage-for-your/6423957948.html,"Virginia,Beach",2017-12-13 12:42:18,36.852431,-76.178139,444 newtown st,2017-12-13 13:20:40.317000,CL1,"Let's lovely and Beautiful asian Masseuses do massage for you.Including body and foot massage.Professional massage, make you comfortable and healthy.Healthy for your neck, shoulders, low back pain and realx your muscles.Clean private rooms, soft music, relaxing environment.Enjoy and Relaxation your body.* Deep Tissue* Swedish & Shiatsu massage* Reflexology & Combination* Couples rooms & Four Hands* Table shower Available* Hot stone FreeBody work: 30mins--$35 60mins--$55 90mins--$80 120mins--$100Feet massage: 30min--$25 60min--$40 90min--$60Combo massage:Body(30min) & Feet(30min)--$55Body(45min) & Feet(45min)--$75($5.00 Discount for Women back massage)(Hot water soak foot  Chinese Medicine Free)After 10 Visits Get one time FreeGift Certificates Available 444 Newtown Rd Virginia Beach, VA 23462 (Newtown Center)Please Call :  show contact info Walk-in are welcome.Open 7 days :  9:30am - 10pm "
,https://norfolk.craigslist.org/thp/d/the-best-asian-massage/6423903800.html,, ,,,,2017-12-13 13:20:45.594000,CL1, 
♡♡THE BEST ASIAN MASSAGE & TABLE SHOWER♡♡,https://norfolk.craigslist.org/thp/d/the-best-asian-massage-table/6423878225.html,"chesapeake,square,mall",2017-12-13 11:52:24,36.801200,-76.423000,4200 portsmouth blvd,2017-12-13 13:20:50.863000,CL1," NEW SHOWER ROOM & MASSAGE ROOMSRELAXING SPA MUSICCLEAN&COMFORTABLE TABLESHEATED TOWELSBEST MASSAGE OIL&LOTION...     30 MINUTES FULL BODY MASSAGE OR COMBINATION MASSAGE $3560 MINUTES FULL BODY MASSAGE OR COMBINATION MASSAGE $59CHAIR MASSAGE AND FOOT MASSAGE ALSO AVAILABLE SAVE $100, BUY 10 ONE-HOUR MASSAGES FOR A TOTAL OF $490 (ORIGINAL PRICE $590)SAVE $10, GET 1 ONE-HOUR MASSAGE FOR $49 ON YOUR BIRTHDAY WITH YOUR ID (ORIGINAL PRICE $59)4200 PORTSMOUTH BLVD, CHESAPEAKE (CHESAPEAKE SQUARE WEST WING) Call Now: show contact infoMON-SAT-- 10:00AM-9:00PM    ...   SUN-- 12:00AM-6:00PM Appointments & Walk-ins WelcomeCASH, VISA, MASTER, DISCOVER CARD. GIFT CERTIFICATE AVAILABLE!! "
,https://norfolk.craigslist.org/thp/d/massagetime/6423831346.html,, ,,,,2017-12-13 13:20:56.116000,CL1, 
---------------- GRAND OPENING --------------------Massage Elite------,https://norfolk.craigslist.org/thp/d/grand-opening-massage-elite/6423765250.html,"N,battlefield",2017-12-13 10:37:40,36.722512,-76.239796,200 Battlefield north,2017-12-13 13:21:01.478000,CL1,"We invite you get to completely relax in our the highest quality massage services with graceful environment to enable you to escape from the harsh world outside. *Charming & Sweet Asian Attendants *Tranquil & Incense Aroma Single Room*Charming & Romantic Spacious Couple Room*Mysterious Luxurious Steam Sauna Table Shower RoomYou will feels like a destination , where you can find incredible natural body treatments that services are tailored to match each individual' tastes. *Hydromassage------ Hot steam sauna & warm table shower to promote blood circulation, elimination of toxins, rejuvenate your body*Couple Massage -----To enjoy quality time with loved one in charming & romanticu couple room, it's unforgettable moment in your love world*Palace Style Walking On Back------ A full recovery from travel fatigue, foot pain & muscle stiffnessLots Photos In Websitmassageeliteva.com "
------------ The Best Massage -----------------NO.1 SPA------------------,https://norfolk.craigslist.org/thp/d/the-best-massage-no1-spa/6423762855.html,"Virginia,beach",2017-12-13 10:36:06,36.794028,-76.156712,Ferrell parkway,2017-12-13 13:21:06.694000,CL1,"*Pamper yourself in our extremely luxurious environment, you will feels like a destination where you can find incredible natural body treatments that services are tailored to match each individual's tastes*Palace Style Walking On Back:------ A full recovery from your travel fatigue, foot pain & muscle stiffness*Hydromassage:------ Hot steam sauna & warm table shower to promote blood circulation, elimination of toxins, rejuvenate your body*Couple Massage: -----To enjoy quality time with loved one in charming & romanticu couple room, it's unforgettable moment in your love world*Swedish*Shaitsu*Deep Tissue*Hot Stone*Four Hands Massage*Thai MassageYou will be feeling like the ""KING"" since the moment you walk in ,here is your ""KINGDOM'......Lots Photos In WebsitAA-Massage.comFerrell parkwy suite 204 virginia beach VA23464 "
,https://norfolk.craigslist.org/thp/d/1-wonderful-massage/6423697402.html,, ,,,,2017-12-13 13:21:11.920000,CL1, 
,https://norfolk.craigslist.org/thp/d/grand-opening-the-best/6423531319.html,, ,,,,2017-12-13 13:21:17.237000,CL1, 
